source,target,weight
A,ALB,0.46944319534898477
A,AMCR,0.44652907865847574
A,AMGN,0.4324335390525246
A,AOS,0.549760738241655
A,CAT,0.4329941440816134
A,CDW,0.41168472811850165
A,CF,0.4438543408921254
A,CMI,0.579053733808059
A,COST,-0.4429528479856472
A,CRL,0.5967880214747892
A,CSGP,0.5467976211621519
A,CTSH,0.4135406469339786
A,DD,0.5930326201972986
A,DGX,0.49295448132759057
A,DHR,0.5068164710262241
A,DOW,0.5562691490583401
A,EL,0.4098225519430588
A,EMR,0.4039308009606472
A,HAS,0.6594301203681012
A,IDXX,0.5596917418533417
A,IP,0.4273482300044621
A,IQV,0.5213126318984004
A,IVZ,0.41171716049858054
A,JBL,0.5266524962959489
A,JCI,0.4461099187572204
A,LEN,0.4600160548552656
A,LH,0.48656922343534503
A,LVS,0.40006614577820343
A,LYB,0.5349926896288952
A,MAS,0.4350790154606313
A,MCHP,0.4206450317501523
A,MOS,0.5060530358903115
A,MSFT,-0.41721110912498843
A,MTD,0.8227991204325729
A,NDSN,0.5018340105958067
A,PKG,0.43839980288561997
A,PPG,0.6024447622702697
A,RL,0.4181585900608064
A,ROK,0.524218902403776
A,RVTY,0.5846251852114221
A,SNA,0.46704866071053497
A,STT,0.4054208209290032
A,SWK,0.4728294695046752
A,TDY,0.5191278043357752
A,TECH,0.7020391682145709
A,TEL,0.5402062133791846
A,TMO,0.6812463322948825
A,TXT,0.40089068266298455
A,UPS,0.422118514029247
A,VRSN,0.4385197664937274
A,VTRS,0.41749836874532714
A,WAT,0.80528241210673
A,WYNN,0.43475084009437337
A,YUM,0.5449055557232855
A,ZTS,0.408919930964274
AAPL,IFF,-0.41952252444745924
AAPL,JCI,-0.43419388046253876
AAPL,LIN,-0.4034506116333461
AAPL,PKG,-0.4641152607134595
ABBV,ABT,0.5611325412110548
ABBV,AEE,0.5384256229987598
ABBV,AEP,0.4728375226968054
ABBV,AJG,0.4450721676546159
ABBV,AMAT,-0.4801041417917885
ABBV,AMGN,0.4438983489528788
ABBV,AMT,0.44042682596216126
ABBV,ANET,-0.47671567446122554
ABBV,APH,-0.4498810557690177
ABBV,ATO,0.5013416078079264
ABBV,AVGO,-0.5418729652222444
ABBV,AWK,0.5212592475184128
ABBV,BMY,0.5021672926441186
ABBV,BR,0.42371401113733087
ABBV,BRK-B,0.42706821939899586
ABBV,CAH,0.5249846483199919
ABBV,CBRE,0.48097954070394566
ABBV,CMS,0.6032600028920849
ABBV,COR,0.4081049921877795
