Cumulative_Return,Volatility,Sharpe_Ratio,Max_Drawdown,portfolio_type
0.07922365227441253,0.7035163470858319,0.23507402271427322,-0.03468860960224862,min_eigenvector
-0.2468746512368616,0.6394537944495632,-0.09491672013683958,-0.40294980853710893,max_eigenvector
-0.12641445111234073,0.49510812088372125,-0.05558388246000905,-0.28069884047013316,weighted_sector
-0.2916675407447423,0.6215916130436976,-0.12444379460771499,-0.4204607500074363,random
-0.21045526339783194,0.5795537731873737,-0.08783908437767099,-0.3619133639454125,random
-0.24900079314282642,0.6219790389303014,-0.10021484143795327,-0.386844985045658,random
-0.3504152189997397,0.6596077377954441,-0.14883744274349744,-0.4597368594991359,random
-0.3452393014999594,0.6724102689803595,-0.14201681366387037,-0.4640323975469529,random
-0.2839650791998145,0.6682650142828048,-0.10884510057317044,-0.4114132406786367,random
-0.2808785765066877,0.6763042642150542,-0.10515209958734852,-0.4506597385466311,random
-0.29227289293028935,0.6474797792698752,-0.11794115325519401,-0.42390716816543816,random
0.12980065199423096,0.9122764701078777,0.29210062796251224,-0.058297540776108825,random
-0.2444347421439872,0.5872048026348176,-0.10565007077591027,-0.3861169432484247,random
-0.24971543497895843,0.6261047586910075,-0.09939901769916668,-0.4087670391156917,random
-0.35633725779945424,0.6545715553797207,-0.15370112369253866,-0.46059382876705446,random
-0.23813064668049055,0.6009231937868763,-0.09855574164169759,-0.37460714400979966,random
-0.286331557381595,0.5615928735075496,-0.13808157376177793,-0.39422305088099185,random
-0.34708981848136744,0.7110115761038159,-0.13283807262192157,-0.4713447791902564,random
-0.26248856835545376,0.6066235334205081,-0.11126999449372553,-0.3800079736851365,random
-0.1937584858939222,0.5969493478613969,-0.07494473576821897,-0.3361608023864281,random
-0.22841010015381558,0.5796903734117224,-0.09800710117961875,-0.3579499839267548,random
0.1015980727836725,0.9401270554761343,0.230971483413653,-0.05181872227834061,random
-0.21417221458834124,0.6501441906517482,-0.07588748152867025,-0.3646457027808938,random
-0.34379325870508226,0.665406815662723,-0.14322785716511308,-0.47351794963085536,random
-0.37396242615443975,0.7076501469727515,-0.14895908831602267,-0.47948093801460434,random
-0.24238175114768223,0.624023382274774,-0.09586459416681474,-0.4139009570081902,random
-0.2457340603747925,0.6263679724055715,-0.09716768722716031,-0.37656129213806855,random
-0.19864804789332213,0.5285010135587249,-0.09238286981845165,-0.3153326145235342,random
-0.1831740304770041,0.6079945066742354,-0.06737287294646552,-0.36758607345624417,random
-0.2601228772038885,0.5984365984695719,-0.1119082331617386,-0.3993974496267998,random
-0.16895079613986042,0.5936192244942092,-0.06240817505192432,-0.3401953295860155,random
-0.2477183365932334,0.5738718623028948,-0.11057960917390121,-0.37264255251972744,random
-0.23837393618536518,0.6277270968441104,-0.0929085339718059,-0.3946767414036838,random
-0.2401933938459262,0.6136818292953236,-0.09686912828271954,-0.3797204178934801,random
-0.2788562789786909,0.5843809415740133,-0.12678641650431366,-0.40455072282268545,random
-0.25105686009175154,0.5972028195457763,-0.10707720458356473,-0.37137821051650355,random
-0.21578236151534314,0.6589143950725933,-0.07511918079740233,-0.3740865118788673,random
-0.2840197191601048,0.6931000947393933,-0.10281144009371758,-0.46629244597181896,random
-0.15416457284423912,0.5908013049537324,-0.05532582003222204,-0.3238206501695281,random
-0.2919048723504225,0.6599346653790881,-0.11490462334511838,-0.42325109724752463,random
-0.3435901366590878,0.7214648796360735,-0.12841479803456513,-0.49780068185105353,random
-0.2397559192095473,0.5847245253084882,-0.1034448875520524,-0.4057022467615675,random
-0.2397285937878233,0.6417059447890427,-0.09065339198408151,-0.3908440242051694,random
-0.25800064716194515,0.6195552261546529,-0.10548216214802869,-0.4013065742497556,random
-0.2844183327669594,0.6286417959133537,-0.11844033892686526,-0.4099160111693324,random
-0.30228177574766113,0.6402352076651077,-0.12565022430349007,-0.43453960050083196,random
0.12824903235173668,0.7974868121057846,0.32400560490700975,-0.039580691142172664,random
-0.15702210720822396,0.6033121194770399,-0.05475827799221984,-0.33298232156184737,random
-0.2643066630814729,0.5338501203473824,-0.13240188697870867,-0.3678654916684938,random
-0.20670591887817735,0.584124443300979,-0.08477312008977032,-0.3479021597601544,random
-0.3058502760620202,0.642494484604512,-0.1271146092211974,-0.4301209553639185,random
-0.20451971723270512,0.6043755857935782,-0.07907142647270167,-0.3887751074758493,random
-0.292957931735393,0.6431869905291858,-0.1196012731032342,-0.4273912013802781,random
-0.32329404871194645,0.6600625140301156,-0.13252333434720848,-0.45581360439301466,random
-0.4216847226201178,0.7667024418807554,-0.16064895247642427,-0.5336958875715989,random
-0.3153415081967793,0.62447625946712,-0.13758080061975314,-0.4311519064452941,random
-0.20991755222168973,0.58227402861507,-0.0868454895867675,-0.3647004096848908,random
-0.29103995971288577,0.6400320861156233,-0.11922410664773464,-0.42953953046789106,random
-0.3221567297194926,0.6420469454896661,-0.13677827378346985,-0.44885364600271704,random
-0.27594626198887995,0.6197352562374142,-0.1157175463234228,-0.4033377375395011,random
-0.2521515586424019,0.6473252161437819,-0.09610460617886898,-0.41480907055485916,random
-0.3208622945307589,0.575195337251705,-0.1565074998833145,-0.4331446590682263,random
-0.21752744117599343,0.5591046906747066,-0.09634066678498741,-0.3598788209828191,random
-0.16906086460863967,0.5906240521112397,-0.06292104192220425,-0.32414558989452413,random
-0.23842381825787085,0.5938362002248568,-0.100674618340669,-0.3778830288387137,random
-0.2968867046450211,0.7084205457128342,-0.10682348685288759,-0.42210251528274534,random
-0.3171797628136789,0.6474779904592438,-0.1326965170584222,-0.42378450158051173,random
-0.2952173698064068,0.6901124635422746,-0.10968233916003584,-0.44951950375232086,random
-0.2428791815651442,0.7101052181355965,-0.07900253740405902,-0.4347180184817392,random
-0.1991295505878199,0.6243488930172275,-0.07253907980827841,-0.3805898635820776,random
-0.2185859925295235,0.6122955056828343,-0.08539063727309947,-0.38105567211853186,random
-0.2727058422281988,0.6380188450921325,-0.10966045686792664,-0.401793006965696,random
-0.23919571624746216,0.627535534569508,-0.09343878979786117,-0.3892525758515225,random
-0.21608386397292811,0.5810277045769334,-0.09047399582808753,-0.34518380174356766,random
-0.20711668921757753,0.537590008308258,-0.09528253620999334,-0.3524671404924711,random
-0.18318741736775013,0.6058944889174864,-0.067752818580007,-0.3604704490025188,random
-0.2555336181056872,0.6194793253015103,-0.10429725365851504,-0.3698022465069041,random
-0.3351174835972205,0.6445772514457073,-0.14386948994152352,-0.44287981252931563,random
-0.2823803237114072,0.6860023709994354,-0.10371397631245212,-0.44714807240931254,random
-0.3003162834447344,0.6094163453996295,-0.13271542230337116,-0.40830617545361125,random
-0.3404421153761238,0.7075783163046959,-0.130219762085894,-0.4852887439118413,random
-0.34086332410795583,0.6438727921130067,-0.1476667568895726,-0.44448880848445593,random
-0.30855372277624926,0.6484960291221487,-0.12725899606530375,-0.4435443126189682,random
-0.28523445261042946,0.6027742312410108,-0.12560064204604124,-0.40456881126218935,random
-0.19400313117045043,0.6458626737388695,-0.06637423877373093,-0.3746217134752643,random
-0.3404842000564521,0.7147821347119351,-0.1283263609549119,-0.4718037378163503,random
0.10180194635895368,0.9136638229741781,0.2362904191104238,-0.05117019983980153,random
-0.3574477430413112,0.6470279770736639,-0.15684274814979013,-0.4547153037097652,random
-0.2151480491113238,0.5793588937366826,-0.09037519512503725,-0.34892926250403267,random
-0.145753014878914,0.5379190759455968,-0.05932509200894638,-0.3078760318619169,random
-0.21773519443764966,0.62933468082861,-0.08152046576605197,-0.3744737637851048,random
-0.22359712827955458,0.6422001470504066,-0.08207994910048158,-0.4109708339209013,random
-0.07087896287613082,0.5031701076831042,-0.02238915640532255,-0.23950548996650267,random
-0.26094627031475626,0.6370982610557169,-0.10307029161528075,-0.39217603728841466,random
-0.2712582789037402,0.6605150322120313,-0.10347192381071277,-0.41243528367630455,random
-0.3515386644673718,0.7029997609970957,-0.1375286728839145,-0.4583538340594445,random
-0.20558501746255475,0.6016278994598397,-0.08045608014528768,-0.36905494276395523,random
-0.22567279814503782,0.6141440219020547,-0.08901760821491177,-0.3968586842571037,random
-0.24582328585585322,0.6322721517240362,-0.09577812236612747,-0.42774252969623106,random
-0.259004550883025,0.6275652902399623,-0.10424298017298035,-0.3933290225311523,random
-0.3120938897433493,0.6949357203457804,-0.11749469637721756,-0.44984919347663577,random
-0.231607856246547,0.6886767432680102,-0.07726326717136141,-0.41197699704093904,random
-0.21778954355744884,0.6185766916609327,-0.08372291098447682,-0.39364371368971307,random
-0.21784324157448653,0.5752123725015257,-0.0928943138781566,-0.3563353677076325,random
-0.20729019094486878,0.6314661230519462,-0.07599258440311607,-0.3785018025436111,random
-0.1967166117593514,0.5845548436866738,-0.07914070252372435,-0.35247917908642956,random
-0.3576681851345961,0.7236232379893353,-0.13544677844727215,-0.4760034530677424,random
0.09122227005376393,0.9644402340070062,0.20622078654401998,-0.044345423534170925,random
-0.24323795389012337,0.667962720349758,-0.0869116254363182,-0.3968066565908205,random
-0.18888480161565957,0.6023925964489444,-0.07134240664454174,-0.37324965606396865,random
-0.20442293272217238,0.5786082261822965,-0.08460816239186249,-0.3834554265690464,random
-0.2092833882804671,0.5892256893031526,-0.08501066256416186,-0.35885800310172145,random
-0.2833203120283696,0.6121150685306072,-0.12200909565273689,-0.4037890044136935,random
-0.25329843768853466,0.6235366178069237,-0.10172867962861919,-0.41248297180257465,random
0.14999052745257035,0.8611618405830097,0.3474684790428714,-0.03399836966908354,random
-0.15567572015668685,0.5628785389717438,-0.06055185873817739,-0.3189009892455361,random
-0.31733817115088137,0.6435597071969714,-0.13361989373132693,-0.44463057193747846,random
-0.1661778979378854,0.5151315775623265,-0.07565919132161467,-0.3435967421937972,random
-0.28422739135810193,0.6883145357939904,-0.10427044643920318,-0.42866868061936003,random
0.05412944955883403,0.7083798023297192,0.16746189806542414,-0.046776785375251206,random
-0.17191875925105504,0.6294620124203071,-0.058010281506282915,-0.35137057296691576,random
-0.3316182912365413,0.6340335188490073,-0.1447734954538892,-0.4397130357535738,random
-0.1584466008754407,0.6068568091514438,-0.054636650377868454,-0.3372826724291449,random
-0.16975570694672348,0.5408974001105772,-0.07231136843189355,-0.34970974382908304,random
-0.20804194439372314,0.6000150968945832,-0.08226790706872775,-0.36880361496938396,random
-0.254762632446636,0.5550059291350918,-0.120025014978764,-0.3750859042133269,random
-0.32265164174097505,0.6964253990595993,-0.12283502134253999,-0.4533747786385537,random
-0.22859261366697592,0.6343599259985884,-0.08625657934994017,-0.365210352909662,random
