source,target,weight
A,APD,0.47233303058724113
A,AZO,-0.4579817029704671
A,BAX,0.5355723975106613
A,BDX,0.4826534350620361
A,CHD,0.42577145674298744
A,CMG,-0.41951094659179755
A,CPRT,-0.4186441777097824
A,CVS,0.4054477829085391
A,DIS,-0.4224553977453071
A,DRI,-0.590288436674652
A,FICO,-0.4668208038120348
A,GIS,0.40319610243681653
A,HCA,-0.44279678997713734
A,HD,-0.4653486869817232
A,HIG,-0.5763916330463925
A,IFF,0.4382059053032606
A,IP,0.5361706064833467
A,IT,-0.4783032875481469
A,LOW,-0.465362038669692
A,LW,-0.42839200791095894
A,MCD,-0.4474494568922251
A,MCK,0.44304451991326577
A,NDSN,-0.4275120909752368
A,NOC,0.44969749797137104
A,NVR,-0.48104077155553787
A,NXPI,-0.42951170801000926
A,O,-0.45636767952523805
A,PGR,0.41222877905805266
A,PKG,0.5872701279629127
A,ROST,-0.4051915327308956
A,RVTY,0.42001559319126575
A,SBUX,-0.44331038267780204
A,SHW,-0.5108349120784704
A,SPG,-0.5439587609231655
A,TMO,0.49596815182721876
A,TSLA,-0.40199932935984944
A,UBER,-0.4372851610675842
A,UHS,-0.4484869935707829
A,ULTA,-0.4271065210422461
A,UPS,0.5285992352574536
AAPL,ACGL,-0.5250361601728849
AAPL,CBOE,-0.46113497571859047
AAPL,CME,-0.44916186625455395
AAPL,CNP,-0.5300523468827333
AAPL,CRL,-0.44353344778537485
AAPL,DHI,-0.43296441888437565
AAPL,DTE,-0.5174579874640438
AAPL,EIX,-0.4693337329915265
AAPL,ETR,-0.47824691311885587
AAPL,EXC,-0.43444864933329547
AAPL,HSY,-0.45734007619608075
AAPL,IQV,-0.4194687113715074
AAPL,PNW,-0.4998308362359622
AAPL,RTX,-0.41257321449218154
AAPL,TRV,-0.4375856044440499
AAPL,VICI,-0.41216573323342237
ABBV,KLAC,-0.41021468951744766
ABBV,NEM,-0.4433393057437755
ABBV,VRSN,-0.4050121866071418
ABT,AEE,0.4220619171175157
ABT,AEP,0.4236521719544915
ABT,AES,-0.6055271938557293
ABT,AIG,-0.5496834042877567
ABT,AIZ,-0.49376936655539017
ABT,AMAT,-0.406305900012037
ABT,AMGN,0.4114390465895347
ABT,APH,-0.4191609865704026
ABT,APTV,-0.7159567424460107
ABT,ATO,0.6513271682216374
ABT,AVGO,-0.5679145240183455
ABT,AVY,0.5375438497057047
ABT,AWK,0.5345024149797472
ABT,AXON,-0.44828397036426687
ABT,BALL,0.4788880631784942
ABT,BAX,0.5198065158216163
ABT,BG,-0.4658242293021056
ABT,BLDR,-0.4174439105848775
ABT,BR,0.5283088367787314
ABT,C,-0.42882740249983686
ABT,CCL,-0.6364183139767687
ABT,CF,-0.4747454092555924
ABT,CFG,-0.4327151874694653
ABT,CINF,0.560694166057018
ABT,CMG,-0.6245145245476382
ABT,CMS,0.47172573365570325
ABT,COP,-0.43314472336196225
ABT,CTRA,0.49229279761830086
ABT,D,0.6080365099452141
ABT,DAY,-0.40479140411460773
ABT,DLR,0.5447102665458159
ABT,DLTR,-0.4153599650801498
ABT,DRI,-0.48547188049893875
ABT,DUK,0.43369046530973915
ABT,DVA,0.4583785306333005
ABT,DVN,-0.45949373388961817
ABT,ED,0.6806990636546794
ABT,EOG,-0.4806978536900615
ABT,EQIX,0.562372590915947
ABT,ES,0.6616452386241454
ABT,EVRG,0.48773079546442566
ABT,EXPE,-0.5042260568906369
ABT,FANG,-0.48006867659989444
ABT,FAST,0.4346984139645719
ABT,FDX,-0.40441312324186
ABT,FFIV,-0.4351479483554778
ABT,FICO,-0.5229262689455058
ABT,FITB,-0.4498415633906963
ABT,GIS,0.475632468039939
ABT,GLW,0.4845522445835197
ABT,GM,-0.47729499952689125
ABT,GS,-0.4123344806764066
ABT,HAL,-0.45198695933678984
ABT,HCA,-0.47558218537714236
ABT,HD,-0.4213483682712313
ABT,HIG,-0.5158018162836983
ABT,HLT,-0.4886893119641789
ABT,HRL,0.4006314651368137
ABT,HST,-0.4855343867135986
ABT,JBL,-0.484688330512291
ABT,JKHY,0.6243461659466667
ABT,JNJ,0.7458379097974013
ABT,K,0.5778830976870448
ABT,KDP,-0.43328232831971736
ABT,KEY,-0.5239550359235605
ABT,KMI,-0.48019671073434406
ABT,LLY,0.5167433182189485
ABT,LNT,0.5059656893775675
ABT,LOW,-0.41360562685373675
ABT,LULU,-0.6174845049878617
ABT,LVS,-0.5371051884111723
ABT,LW,-0.47272219652318304
ABT,LYV,-0.6138135847548206
ABT,MCHP,-0.451912609940181
ABT,MCK,0.43628454090072116
ABT,MGM,-0.48701409385585703
ABT,MKC,0.5215886920141981
ABT,MMM,0.4855527656482751
ABT,MOS,-0.6415536951278957
ABT,MTD,0.4404276910841775
ABT,MU,-0.4294391839382116
ABT,NCLH,-0.4558561416971584
ABT,NDAQ,0.4909442334325865
ABT,NFLX,-0.4384299595760456
ABT,NOC,0.40964828211073245
ABT,NXPI,-0.6241514460757341
ABT,O,-0.419824358936076
ABT,OKE,-0.6422642240793822
ABT,ON,-0.6263428211326062
ABT,PAYX,0.5402422897288831
ABT,PCG,-0.544860500690558
ABT,PFE,0.48825681719065034
ABT,PG,0.4997758878617116
ABT,PKG,0.4057732228070754
ABT,QCOM,-0.42615859151136437
ABT,RCL,-0.5258340192347036
ABT,RF,-0.4843839007427015
ABT,RJF,0.45220802908113034
ABT,SBAC,0.44536865528795677
ABT,SJM,0.5834944928988307
ABT,SLB,-0.5409652698657661
ABT,SO,0.49583835581120705
ABT,SPG,-0.5714289446996936
ABT,SYY,-0.5302321064245873
ABT,T,0.5066419368683207
ABT,TDG,-0.6606615629597326
ABT,TDY,-0.5984867758220545
ABT,TEL,-0.4618720091930244
ABT,TMO,0.6037436409732901
ABT,TRGP,-0.633564634307353
ABT,TRMB,-0.5989648934453324
ABT,TSLA,-0.44699937259185657
ABT,TSN,-0.653064460772339
ABT,UAL,-0.5069891511754815
ABT,UBER,-0.6692669113889604
