source,target,weight
A,APH,0.473749986763708
A,CRL,0.6396105429056367
A,DHR,0.5341108943314302
A,GNRC,0.4465534884286578
A,IQV,0.49424286421481645
A,KO,-0.41030002836119017
A,MTD,0.6003600235725924
A,RVTY,0.44007560099158755
A,TECH,0.45017953264453764
A,TMO,0.5436072008400405
A,WAT,0.4407372394308283
A,WST,0.40439000548602355
A,ZTS,0.47144281867737226
AAPL,ACGL,-0.5186971892701383
AAPL,ADBE,0.4881232225228075
AAPL,ADM,-0.6352348375289331
AAPL,AES,-0.4243967225685156
AAPL,AFL,-0.5895839377815494
AAPL,AIG,-0.559878949312216
AAPL,AIZ,-0.44853166109217524
AAPL,AMD,0.43901387679510817
AAPL,AME,-0.5477672920817119
AAPL,AMP,-0.45032662672597523
AAPL,AMZN,0.4606339034377007
AAPL,AOS,-0.47390982054738146
AAPL,APA,-0.4137754830941385
AAPL,AVY,-0.44077063013135165
AAPL,AXP,-0.5604797908196223
AAPL,AZO,-0.47838378607265614
AAPL,BAC,-0.5948881784595673
AAPL,BG,-0.5229198777268328
AAPL,BK,-0.5509533127202133
AAPL,BKNG,-0.601170494484781
AAPL,BKR,-0.4218105092665151
AAPL,BRK-B,-0.49085196129069636
AAPL,BXP,-0.48825573066982
AAPL,C,-0.4322742347324097
AAPL,CARR,-0.4526134018489456
AAPL,CAT,-0.5446444254948061
AAPL,CB,-0.41871183415538055
AAPL,CF,-0.5072849114925344
AAPL,CFG,-0.6808233494278155
AAPL,CINF,-0.5175889465033621
AAPL,CME,-0.4198679432741427
AAPL,CNC,-0.4409423225380749
AAPL,COF,-0.42049103813968025
AAPL,COP,-0.44294950777369707
AAPL,CPAY,-0.44446532715118386
AAPL,CSX,-0.5049356220501249
AAPL,CTVA,-0.5481882409614073
AAPL,CVX,-0.503520870382769
AAPL,DAL,-0.43400880007611886
AAPL,DIS,-0.4509252511882953
AAPL,DOV,-0.4229073608595315
AAPL,DRI,-0.5397765716426668
AAPL,EA,0.46755271475125104
AAPL,ECL,-0.4067997725251571
AAPL,EG,-0.41828249426931047
AAPL,ELV,-0.4547083231307407
AAPL,EMR,-0.5988301687272594
AAPL,ETN,-0.5911674867823578
AAPL,EXPE,-0.540321409548727
AAPL,FCX,-0.44764839071433604
AAPL,FIS,-0.4339693094788067
AAPL,FITB,-0.6469369460029886
AAPL,GL,-0.6501357588684927
AAPL,GLW,-0.4028084769288819
AAPL,GM,-0.4443072913486684
AAPL,GPN,-0.4171843323962056
AAPL,GS,-0.47367857443207595
AAPL,HAL,-0.490620940589317
AAPL,HBAN,-0.5986378206521431
AAPL,HCA,-0.4623901055932657
AAPL,HLT,-0.5201697706273605
AAPL,HON,-0.5079192477769082
AAPL,HST,-0.43560837111984974
AAPL,HUBB,-0.4031418415364082
AAPL,HUM,-0.447483476518169
AAPL,HWM,-0.4589386537012698
AAPL,IQV,-0.4709837434255024
AAPL,IR,-0.627807167223527
AAPL,ITW,-0.48066931739579055
AAPL,J,-0.5014923153433581
AAPL,JBHT,-0.4980978468948882
AAPL,JCI,-0.4746127400491788
AAPL,JPM,-0.590264396001813
AAPL,KEY,-0.6359292249142747
AAPL,L,-0.49201536451862976
AAPL,LUV,-0.49122289322987833
AAPL,LYB,-0.47058937847765686
AAPL,MAR,-0.45625216956464076
AAPL,MET,-0.5546794079747669
AAPL,META,0.49860127403519744
AAPL,MHK,-0.42375040072936193
AAPL,MRK,-0.44070197678368334
AAPL,MS,-0.5162475031838797
AAPL,MSFT,0.4751622071111807
AAPL,MTB,-0.5688473792859401
AAPL,NSC,-0.45546482794686394
AAPL,NTRS,-0.4879587614646022
AAPL,NUE,-0.5404641626063588
AAPL,NVDA,0.43021218948243967
AAPL,ORLY,-0.4278528710974465
AAPL,PFG,-0.47700891126068384
AAPL,PGR,-0.4244089779676983
AAPL,PH,-0.6348741388831979
AAPL,PNC,-0.5701853088305662
AAPL,PRU,-0.5981927158594527
AAPL,PWR,-0.4352033553848236
AAPL,RF,-0.565152510117787
AAPL,RJF,-0.6428231906892885
AAPL,ROK,-0.41644624914039746
AAPL,RTX,-0.4489715474352305
AAPL,SCHW,-0.480793638103886
AAPL,SLB,-0.49279857713045516
AAPL,STT,-0.5686953766472336
AAPL,SYF,-0.5464573322665789
AAPL,SYY,-0.5117664367957252
AAPL,TDG,-0.40159647447551866
AAPL,TER,0.4118787834617466
AAPL,TFC,-0.5114731582894637
AAPL,TPR,-0.4869177390824198
AAPL,TRGP,-0.40196270097168285
AAPL,TSLA,0.40503228563964533
AAPL,TT,-0.4790828172054413
AAPL,UHS,-0.42225300211226563
AAPL,UNP,-0.5380172288606907
AAPL,URI,-0.5505571440569643
AAPL,USB,-0.5807053679599494
AAPL,VMC,-0.5133311315189251
AAPL,WFC,-0.48467417112330036
AAPL,WRB,-0.5952170076064746
AAPL,ZBH,-0.474616095953619
ABBV,COO,0.4149963428236519
ABBV,HAS,0.42811503968073233
ABT,BDX,0.40729880689004516
ABT,DHR,0.4990698048350605
ABT,DXCM,0.4143596214996015
ABT,HOLX,0.4822307685976441
ABT,TMO,0.5433373371540743
ABT,WST,0.4285436778918644
ACGL,ADM,0.47041794818124383
ACGL,AFL,0.499265672950971
ACGL,AIG,0.5111962416911406
ACGL,AJG,0.436311255634411
ACGL,ALL,0.43433324482420294
ACGL,AMD,-0.41326107758497155
ACGL,AME,0.5174793613648818
ACGL,AOS,0.4409478391338332
ACGL,AVB,0.48841710707888575
ACGL,AZO,0.4264722902945324
ACGL,BAC,0.4171507148657408
ACGL,BK,0.4183943837680102
ACGL,BKNG,0.4457040235423704
ACGL,BRO,0.4400116449746939
ACGL,CAT,0.4395458764015299
ACGL,CB,0.5572222708310008
ACGL,CFG,0.42151591879732586
ACGL,CHRW,0.41097130788393843
ACGL,CINF,0.479816901385725
ACGL,CRM,-0.42110707492362753
ACGL,CSX,0.4924824660902175
ACGL,DLTR,0.41958898285442525
ACGL,DRI,0.4862294101362815
ACGL,EG,0.7430223279942489
ACGL,ELV,0.4547763568907556
ACGL,EMR,0.48780979593036905
ACGL,ESS,0.43604627451658085
ACGL,ETN,0.44648649961382103
ACGL,EXPE,0.47278357103642926
ACGL,FIS,0.49854270191271877
ACGL,FITB,0.43555382118982416
ACGL,GL,0.5603890391607053
ACGL,GPC,0.47730649229815963
ACGL,GPN,0.5460830674888716
ACGL,HBAN,0.4721290912532167
ACGL,HLT,0.4182369383554725
ACGL,HUM,0.4482634542350266
ACGL,IR,0.43064174786885134
ACGL,IT,0.45116289367641504
ACGL,ITW,0.5041120403852257
ACGL,J,0.5971101891378299
ACGL,JBHT,0.5869035371408007
ACGL,JCI,0.4550737033466871
ACGL,JPM,0.4006783568919288
ACGL,KEY,0.41896566877014996
ACGL,L,0.4006252320995558
ACGL,LUV,0.4561101651172906
ACGL,MDT,0.4118814697301553
ACGL,MET,0.44144226292943195
ACGL,META,-0.48530700829838175
ACGL,MLM,0.4263733713301634
ACGL,MS,0.4312556384092032
ACGL,MSFT,-0.4869059288333839
ACGL,NDSN,0.43921154944246044
ACGL,NOC,0.4213893650337521
ACGL,NTRS,0.44084862497715743
ACGL,NUE,0.44354970181516173
ACGL,NVDA,-0.4491429806885295
ACGL,OMC,0.41590048183412
ACGL,PGR,0.4267712123776297
ACGL,PNC,0.40508729762846046
ACGL,PPG,0.4372342857826078
ACGL,PRU,0.42971565050470445
ACGL,PWR,0.4526315642828672
ACGL,PYPL,-0.40986023845750746
ACGL,RL,0.4242942339608107
ACGL,ROST,0.4190674759886285
ACGL,RSG,0.4568214546665842
ACGL,SYY,0.40227577190630875
ACGL,TRV,0.5772177196485174
ACGL,UDR,0.47574674257236976
ACGL,UNP,0.4507385701148854
ACGL,USB,0.46824246759760674
ACGL,VMC,0.47456968595156496
ACGL,WM,0.4475545000260805
ACGL,WRB,0.7740448586291351
ADBE,ADM,-0.5248674286455169
ADBE,ADSK,0.48083248017895364
ADBE,AFL,-0.7138723935795523
ADBE,AIG,-0.6287577172560394
ADBE,AIZ,-0.4199750838457689
ADBE,ALL,-0.4848337792339357
ADBE,AMCR,-0.4012464515227597
ADBE,AMD,0.40278817766145986
ADBE,AME,-0.45088694165177473
ADBE,AMP,-0.5580311429476381
ADBE,AMT,0.5188112962831957
ADBE,AMZN,0.5688075607972373
ADBE,AOS,-0.4678757492024397
ADBE,AVGO,0.46601159267757175
ADBE,AVY,-0.4694626446999584
ADBE,AXP,-0.5651724706019946
ADBE,BAC,-0.5808796651176403
ADBE,BEN,-0.4740117147870107
ADBE,BK,-0.5904664763827275
ADBE,BKR,-0.4355195535991371
ADBE,BRK-B,-0.44939974460279497
ADBE,C,-0.6114215622664969
ADBE,CAH,-0.5277507240401644
ADBE,CARR,-0.4102864909906092
ADBE,CAT,-0.5699218771809806
ADBE,CB,-0.5469258129495717
ADBE,CCI,0.43300593615673355
ADBE,CDNS,0.6433644325333839
ADBE,CF,-0.5591707720138692
ADBE,CFG,-0.5905357545009248
ADBE,CINF,-0.6696693855525095
ADBE,CME,-0.42864994222578146
ADBE,CMG,0.42457826875732413
ADBE,CMI,-0.6155428381645458
ADBE,CNC,-0.4551117493974619
ADBE,COF,-0.4918307438516179
ADBE,COP,-0.44664800894241946
ADBE,COR,-0.45036900501005944
ADBE,COST,0.44871953282566285
ADBE,CRM,0.41816694236960633
ADBE,CTVA,-0.42286514177882395
ADBE,CVS,-0.48523222147561984
ADBE,CVX,-0.5784861787248645
ADBE,DAL,-0.4003422132298367
ADBE,DE,-0.4514394284892175
ADBE,DOV,-0.550653311621957
ADBE,DOW,-0.5485387420594061
