Cumulative_Return,Volatility,Sharpe_Ratio,Max_Drawdown,portfolio_type
0.2442851766476304,0.29814174129032356,0.19726883545133597,-0.07672238084587302,min_eigenvector
0.3559253648828613,0.33575535273881907,0.24313354656949265,-0.08827294475190739,max_eigenvector
0.201703247994939,0.30424343280339733,0.1642565935632906,-0.08229216809276207,weighted_sector
0.326452312167387,0.3262228237305548,0.23230520360089657,-0.0784751450376111,random
0.2719433270295333,0.29966251175116976,0.2151872852383871,-0.07824212744815406,random
0.2822902901219797,0.3770685497479757,0.1807903738685204,-0.12221439255806366,random
0.3611540582815529,0.43192827161295727,0.19648732971724778,-0.10151036413432002,random
0.33968471534027556,0.34372156111532,0.22895181312834142,-0.0863647707669909,random
0.3141711254409578,0.35945935168459286,0.20607288059328074,-0.07813843914218799,random
0.3295306361383532,0.36960199578080266,0.20914727284508627,-0.08710946895448046,random
0.33100357100413125,0.4449363734526584,0.17866782776309859,-0.1448552854906655,random
0.3166254174446772,0.37094730462389786,0.20172809318262863,-0.09506825907913852,random
0.2515306878517436,0.3780153770443638,0.16392418351426685,-0.10688950005379616,random
0.26485246437035115,0.3622248703300385,0.17760030463197893,-0.09971529241908395,random
0.2613738196090143,0.44955136787761835,0.14634319151308586,-0.1331633233602294,random
0.328882933035781,0.4250481325030805,0.18473274229094777,-0.1201985069028747,random
0.3150410041808227,0.37689705443671034,0.19814697237713816,-0.10546469916917123,random
0.3013892194550447,0.36939518869675647,0.19441040638834028,-0.09574638220918597,random
0.24863660830611867,0.3699212691997378,0.1653908515850406,-0.11014545463063963,random
0.3140856293317238,0.41683238694525443,0.1810261023492828,-0.13476695961833496,random
0.29717475237775814,0.4285648315006913,0.1689801221120767,-0.1054292864598142,random
0.24308746526026193,0.31050713557375864,0.18934477651719703,-0.08917118288701431,random
0.27830854596672383,0.37003016558030666,0.18166159538417423,-0.11673675538381656,random
0.3435116486219423,0.36191067160921137,0.22058331520443036,-0.09555569264347097,random
0.2987292106324655,0.4147692694707826,0.17446233338485784,-0.10028434713664147,random
0.3761626431492282,0.3796028815623647,0.22762209028184688,-0.10196890199298825,random
0.2877904114411627,0.43858145733372733,0.16142852217449175,-0.1087764334957142,random
0.2814373215692145,0.40262286573120415,0.17039704691092675,-0.11834866133127087,random
0.24131974900960085,0.39071209139405305,0.15395251485506115,-0.11787006169885439,random
0.3636005740237982,0.39703819156581804,0.21271860702717182,-0.10830447013386657,random
0.2527265182834617,0.3509545091244742,0.17555551251064763,-0.09584264602409376,random
0.402117524363919,0.4410102256720191,0.21033678997967195,-0.1142012148574002,random
0.30678385333058444,0.42347463674382685,0.17515537562476924,-0.11751371379860209,random
0.27787312811565923,0.4417588333058397,0.15604331024258594,-0.1246592532470997,random
0.2994856097522858,0.44641748035829515,0.16436567352743278,-0.1235540112343696,random
0.22516260044111935,0.30666823446460006,0.17931046328394112,-0.09066440613641158,random
0.3284387295027824,0.4363501450140793,0.18046042895732597,-0.13228635404305733,random
0.37666865146164286,0.3370883181154756,0.2537546669575262,-0.09756875785116037,random
0.27557636598697544,0.3696272554317326,0.18035950376178553,-0.09354103050683438,random
0.3086673161451763,0.40837472363098903,0.18157293588392534,-0.12792922955793817,random
0.28118122260759004,0.3526890108187373,0.1911599691418635,-0.0994796929339149,random
0.2650498111537021,0.4881000723506862,0.13860317772255132,-0.15050510323125532,random
0.33885154332108214,0.36851345321122314,0.21456898907278227,-0.08903095665976746,random
0.2884741142455056,0.3882231460905258,0.17945081761314619,-0.10801094347457574,random
0.28960996225609503,0.38112163988211795,0.1829377971701079,-0.11467741671607279,random
0.27605026468795724,0.3631806764355454,0.18340008037337246,-0.09580296266170096,random
0.2976238401803075,0.3977201936192695,0.18033328052373013,-0.10621399661477049,random
0.3216379494387125,0.4004230612285275,0.19107873486537094,-0.10706845108498575,random
0.4441014053471377,0.43968996985746955,0.22816503708761654,-0.11630938207616204,random
0.34540133737246936,0.39088227454122654,0.2068664566201092,-0.09973938743896626,random
0.2287201744260623,0.3304246801422739,0.17009188891069285,-0.09706970837151352,random
0.21899080588057185,0.3686971039846883,0.14911126244933617,-0.116598325770361,random
