Cumulative_Return,Volatility,Sharpe_Ratio,Max_Drawdown,portfolio_type
0.09155629311548208,0.14028858118788387,0.16181017461302727,-0.05351670766351024,min_eigenvector
0.08755313801817,0.1393725490881834,0.1561627084386751,-0.046073010261782676,max_eigenvector
0.10572818444047294,0.1690687289666493,0.15516003299868694,-0.08255860902655876,weighted_sector
0.07287472980766907,0.171605277961923,0.10866169962893349,-0.05129562072306415,random
0.10923659187913426,0.19556246103744557,0.13974302408896747,-0.08859043521371723,random
0.02080877728329389,0.1880528664630264,0.03344407497895119,-0.08685356005967138,random
0.02495205399334477,0.1806186958528087,0.040011509168354234,-0.08637783759480544,random
0.06035639866610021,0.18038942280390902,0.08749982989457049,-0.07065459570586985,random
0.06251496176278448,0.20681419769751916,0.08035156438889901,-0.0860753001667045,random
0.10858835273935563,0.19155668615286706,0.1416598629730467,-0.07768551026328752,random
0.05853032107516132,0.21922151714572,0.07220964937371104,-0.08285034360693933,random
0.06024561728224653,0.14765007994253548,0.10446274298402965,-0.057000891021913525,random
0.10781795175439934,0.1754465256028972,0.1526165950064742,-0.08843531224508039,random
0.09472672574859553,0.1684708102078536,0.14069012498619166,-0.06758097372669858,random
0.09546411315727799,0.16257742398906244,0.14646345241376138,-0.06234449429381694,random
0.10316716192938502,0.18001819536508212,0.14311449215504538,-0.07374353833726188,random
0.04386292052149532,0.18636978045437688,0.06386151994827141,-0.06627877500403734,random
0.018303638258439614,0.18601916890207715,0.030342914237904937,-0.08265750251472648,random
0.10490982611856037,0.19392371716129994,0.1357672696501654,-0.0891440308970306,random
0.08861341677012868,0.18465754096990109,0.12168339590910911,-0.09041224011978488,random
0.06809892318752198,0.15325676679248798,0.11312959064706961,-0.05561320218477139,random
0.09902089504597189,0.18845054042654774,0.1321980154444875,-0.07680107871344899,random
0.035999796192827116,0.1711678891003699,0.057406514075011614,-0.08291977472209855,random
0.09204479694358625,0.1757774987198074,0.13177328391175305,-0.07051335813338522,random
0.04785811163974918,0.18165003389355755,0.07051959769106181,-0.07618005975190933,random
0.061473051759327824,0.17187186389884576,0.09285723424329141,-0.08235423819307686,random
0.07564208095511926,0.17465352482436622,0.1106901368385121,-0.08376727107918291,random
0.04714492275060955,0.2064932669642674,0.06264688730274874,-0.0853049743239479,random
0.046060580536079865,0.17063886732993627,0.07182920325950731,-0.0851417844291571,random
0.06317987298386019,0.1879281655203487,0.0880054391426745,-0.08999495362996035,random
0.07482947352889391,0.1591936423543934,0.11922694047860792,-0.061194978268499955,random
0.06927252775783965,0.16566473916715826,0.10707273055643675,-0.05693906849302721,random
0.09478668142555446,0.15765804493761018,0.14973631000304313,-0.06028734714184869,random
0.11459642466144748,0.182161127149706,0.1558586451873283,-0.07107091804599064,random
0.06562321459242981,0.17918418891710153,0.09499287979447944,-0.09640968065654743,random
0.08599118483281654,0.17717505447679432,0.12289662488616078,-0.07285331699660913,random
0.09252310888546855,0.16695449707677074,0.1388201890965814,-0.07023642987252743,random
0.04175590143295582,0.2167553366192835,0.05429949461254555,-0.09830939331627031,random
0.07740254022028803,0.16759073423261797,0.11735437809346223,-0.06170832325489817,random
0.10885658054310898,0.16643584120773963,0.16172721972930396,-0.05728000004156586,random
0.07025136292229206,0.17561639843673305,0.10292242849766854,-0.07352081195775073,random
0.046192050590826206,0.1815796473076282,0.06831851883532668,-0.07420486083611444,random
0.07363982496456334,0.18838780424959128,0.10095531996522361,-0.08459111858477941,random
0.04642027126245818,0.1901719964223147,0.0660567050874985,-0.08188722530250192,random
0.03453640597051555,0.2023889581046094,0.04857706972506513,-0.098898672892621,random
0.04320130265081601,0.1845269733931272,0.0635087714140921,-0.07877552002871802,random
0.06273755300475226,0.17699917103135868,0.09214308474099865,-0.07835304595712345,random
0.038984843214057374,0.18315982898387087,0.05832313696879009,-0.07754069518310369,random
0.07270125595614751,0.1683716582137611,0.1103006925455628,-0.06752109592930577,random
0.01383328566877462,0.15924630998123412,0.026683828351370828,-0.0903259142105779,random
0.04804473323372305,0.1555982202877264,0.08085582332307938,-0.07825197528672145,random
0.1222947457125656,0.21111903223522424,0.14438303485327075,-0.06387789175006975,random
0.07590780843043499,0.14997232162204496,0.12764748928035854,-0.0471944940752842,random
0.10259867717300564,0.17308994870601527,0.14767357093889324,-0.07638505488057978,random
0.14914983889000655,0.19227584889823054,0.1883714038140396,-0.057993770680795365,random
0.08066720609185163,0.18352044726453481,0.1122781724864803,-0.07686780293924367,random
0.10636974656795917,0.17328382765370515,0.1524850970270413,-0.08364442743544398,random
0.06474231294115196,0.15079165010594472,0.10957025931650766,-0.07692272728979466,random
0.0684691267123263,0.18958875589416832,0.09395786802648237,-0.06676001177600244,random
0.06770567741191025,0.17152048064254985,0.10162565187132568,-0.08321180753096724,random
0.10631901671272037,0.1669765488601319,0.15776853740371283,-0.058333367314094664,random
0.08138975222571032,0.19595439836405507,0.10674737157261392,-0.0777219550000754,random
0.07787799571265053,0.16885986628279592,0.1172192829107979,-0.06664987197049321,random
0.09546858631147304,0.15525892416565135,0.1529135167085632,-0.06433431956930746,random
0.09506277231760074,0.18770010652405192,0.12782082015328916,-0.0760758073686355,random
0.0802091188484324,0.19111502612105458,0.10771315025523262,-0.07154254340498034,random
0.05346851547182352,0.1816460489228331,0.07791964537184047,-0.07551784911696002,random
0.08458102064688022,0.17368192342301925,0.12327940138938236,-0.08063827979717064,random
0.11854784869334001,0.16962471613483004,0.1718497469059509,-0.07114288521837575,random
0.06682531955811077,0.15137509738617252,0.11242628956889322,-0.05697415685077667,random
0.06509415287955123,0.1845901988077207,0.09185253757437134,-0.07654783430187428,random
0.058920203282782246,0.18234037126472508,0.08481133697859458,-0.08398622546564594,random
0.09941799257248252,0.18670158669541093,0.1338008049036243,-0.08146114298514595,random
0.07183106806499917,0.19158903984079662,0.09723331479388163,-0.08448344332675861,random
0.07772188878530817,0.18208657211007198,0.1092931872118331,-0.0669044188953346,random
0.12983753610823312,0.18922320935311854,0.1685827711116278,-0.06963680444336795,random
0.1038891051758506,0.1624477501926625,0.15847863985374552,-0.07697642268834204,random
0.09527766674814009,0.17275670965682657,0.13820772553022137,-0.08912729530539165,random
0.0684646046160371,0.20667599325271366,0.08719754216426076,-0.08379326844393509,random
0.06122786371795441,0.1805905420377031,0.08856124398108627,-0.08247184780412697,random
0.07607104540546206,0.1670503344988285,0.1158219718385313,-0.07194517190396388,random
0.11035562084384742,0.20115377412392174,0.13746575219715218,-0.07133740549224898,random
0.07900280962078532,0.1694854335938516,0.1183724277829668,-0.07602669454435584,random
0.06701722299226076,0.17857565469714254,0.097129059727904,-0.0785695264102485,random
0.08046736525934928,0.159670742126929,0.1271649968761711,-0.07350433961487912,random
0.0805769519115267,0.18099644698874798,0.1135917360282229,-0.10035378898256386,random
0.07185760340075098,0.16811559111321522,0.10928401895561808,-0.08045171678187601,random
0.11102275261655303,0.18559054467940655,0.1488145343287792,-0.07358783954838888,random
0.05012200021898772,0.1835945382327985,0.07284748233779845,-0.08342401063104254,random
0.06131472432936347,0.19319200179444457,0.08362812469681556,-0.0682782881012709,random
0.017808772859389865,0.19655864250890243,0.028734923582288047,-0.08662818967443797,random
0.08014306659060955,0.17615329741254573,0.11582838725389935,-0.0688399750866342,random
0.0644531572832805,0.1562073320775088,0.10565026198378706,-0.07421386283829245,random
0.04448894073713494,0.16583376853738077,0.07131677723308996,-0.07425551910157402,random
0.05018388791167938,0.16270320240082256,0.08091563950587788,-0.07426964362702959,random
0.06850061988291656,0.18181223588643827,0.0975173850495636,-0.07723582280962027,random
0.1141677683810105,0.16675062509338712,0.16867756249216417,-0.06238825531471981,random
0.08596868565888016,0.16724902004726883,0.12953275129768008,-0.08473054016219805,random
0.08208333318766137,0.18183296708091393,0.11502194745222753,-0.07052734611276357,random
0.09646564456246476,0.1826540241268983,0.13280149834609853,-0.075303523233333,random
0.1351246857072057,0.18497263742812403,0.17857041049230024,-0.06352523039891278,random
0.10261134603355271,0.16476574795199955,0.1546162964485298,-0.07458680622915925,random
0.06371466554365957,0.15891648006266776,0.10291655069419195,-0.08000252920544748,random
